UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,UMAP16,UMAP17,UMAP18,UMAP19,UMAP20,Spectral_Cluster
-4.587283,4.319886,3.2358546,2.0569298,5.536988,5.261258,3.2429469,5.7648687,5.3589244,4.060082,7.8911924,1.7038263,7.4748225,8.404439,5.5505185,4.205755,3.6201239,2.1232996,4.442451,5.0207033,2
12.7611885,10.754547,4.261494,6.7271504,4.7957883,5.5267315,5.2495236,4.9334297,3.7688584,5.0373282,6.695725,4.320719,4.560054,5.8269525,2.0640483,1.8931144,4.831452,4.0688252,1.3207656,3.4625432,3
12.910534,10.72388,4.61171,5.5046415,4.8242264,5.928722,5.1509376,5.8566403,5.3242025,4.8218265,6.5142736,4.474731,5.239193,6.0835767,2.7864234,2.8307073,4.552115,4.2076178,2.4814563,3.7547247,0
12.689528,6.846384,4.3967824,5.3491793,5.1666684,4.8079677,5.0183268,5.351038,3.944219,4.8877587,6.2342563,5.3429356,4.8993244,5.4994693,2.5194778,2.6064224,5.0228972,5.04968,2.7180526,3.2468436,4
12.906897,9.635057,4.059988,6.575946,4.823966,5.408788,5.011312,5.6594033,4.326019,4.8041787,6.755315,5.122179,4.4532614,5.5262904,1.8716815,1.8341914,4.738135,4.271507,0.9714121,2.906548,3
12.723413,11.174627,4.2634945,6.89086,4.6404595,5.7459555,5.369194,4.833157,3.806126,5.047449,6.620825,4.001696,4.623242,6.100609,2.021802,1.8185525,4.7880645,3.9127555,1.1838629,3.5070322,3
12.961545,10.328784,4.438809,6.632799,4.988419,4.9387913,5.3239284,4.6678066,2.9799514,5.014428,6.265649,4.7715397,4.5649295,5.5993156,1.8069483,1.7128758,4.82562,4.090909,1.4620589,2.954948,3
12.753279,8.224636,4.481203,5.4208875,5.045111,5.1709485,5.091498,5.4492993,4.343673,4.8923087,6.309977,4.9983373,5.0244575,5.7112603,2.6145968,2.6775317,4.8753834,4.749086,2.6533263,3.4511886,4
12.854648,10.414553,4.305721,6.7475443,5.1061883,4.979536,5.0869946,4.709496,3.1351345,5.0797334,6.717018,4.696941,4.2776093,5.411952,1.92936,1.7667935,4.950276,4.2705755,1.3384612,3.3485293,3
12.718186,6.822317,4.265458,5.5940003,5.1192236,4.8166456,4.9762826,5.459529,3.9501572,4.838112,6.307295,5.4824333,4.758254,5.4336886,2.3138778,2.393909,5.005159,5.013397,2.3039722,3.032356,4
12.850999,9.867543,4.063901,6.662114,4.681813,5.6480618,5.1220946,5.6066184,4.4593024,4.8138666,6.682668,4.8287787,4.550463,5.8114085,1.8950813,1.8244131,4.709506,4.172777,0.9247536,2.9868107,3
12.782615,8.039438,4.303717,5.915605,4.9674726,5.0435276,5.1365027,5.319081,3.8942676,4.8674407,6.276757,5.1590495,4.785447,5.63301,2.1796749,2.2090795,4.8959713,4.649945,1.999347,3.0134468,4
13.034983,10.800423,4.3676486,6.38062,4.81432,5.474755,5.2074537,5.4649105,4.233055,4.840212,6.477806,4.839879,4.759636,5.717809,2.0170336,1.9961287,4.5931425,3.9754949,1.3824133,3.0143685,3
12.981297,10.556029,4.4544473,6.6919193,5.044113,4.934374,5.2617726,4.641733,2.9944813,5.0268483,6.332918,4.7281995,4.469933,5.5928154,1.8147123,1.695179,4.8345942,4.1089816,1.4054459,3.0585566,3
-4.938181,4.362248,3.358518,1.912959,5.668493,5.2671933,3.3010726,5.90236,5.693636,3.9910297,8.423249,1.4982457,7.217374,8.858775,5.3931203,4.2406597,3.429665,1.4649872,4.479227,4.6524725,2
12.847841,11.04855,4.3923883,6.688312,5.007974,5.233941,5.1782284,4.719138,3.3833897,5.091781,6.683886,4.3997555,4.4464836,5.6314583,2.0671713,1.8923954,4.8719983,4.113116,1.4717565,3.5325012,3
13.080247,10.691846,4.271797,6.659732,4.6859717,5.6154294,5.213263,5.5987353,4.4014187,4.7405148,6.37279,4.8586764,4.6523976,5.959485,1.7685199,1.7377583,4.529226,3.9299228,0.88741136,2.7579598,0
12.468574,11.908502,4.3437777,6.8656588,4.4001093,6.3232794,5.552598,4.5137725,4.113606,5.1735706,6.6578064,3.0148683,4.8622303,6.745507,2.3771448,2.0888903,4.804,3.7750988,1.509905,4.278259,3
-3.7435398,4.289674,3.5332303,2.0186973,5.281769,5.589146,3.578734,5.4835644,5.571847,4.2346363,8.069677,1.5810106,6.9822283,8.440124,5.5626264,4.4639773,3.5734522,1.6503183,4.6287746,4.496315,2
12.73998,7.3980846,4.3446417,5.676277,5.0906644,4.8632956,5.071535,5.2855854,3.8155556,4.886922,6.2513766,5.283573,4.8037314,5.5248804,2.311256,2.3627632,4.97722,4.8614893,2.3207464,3.0983422,4
13.02866,10.952208,4.592068,5.77591,4.488282,6.183864,5.4102225,6.0000114,5.4645805,4.6904325,6.099539,4.437134,5.4219112,6.4674172,2.4311733,2.5176032,4.317101,3.8297603,1.94761,3.1553025,0
12.886617,10.778306,4.3595433,6.848056,5.1506586,4.96382,5.072166,4.5917435,3.0347352,5.104326,6.710884,4.5907598,4.1981983,5.4635777,1.9053991,1.7097862,4.951775,4.2406225,1.2787018,3.4353669,3
-4.5688896,4.242152,3.1741805,2.2230303,5.2554507,5.4536743,3.4123127,5.5195584,5.312051,4.2616773,7.7455,1.5242732,7.360748,8.315543,5.8073735,4.2596693,3.412148,1.9560391,4.48906,5.0436974,2
12.673438,10.047048,4.421163,6.4997025,5.513404,4.5342607,4.868722,4.1866236,2.4864404,5.3136907,6.967735,4.5911717,4.0513997,5.082658,2.2849483,2.0540159,5.26235,4.703386,1.9893845,4.000734,3
13.026474,10.749569,4.2751646,6.3715634,4.368491,6.05076,5.4634767,5.9237614,4.9620957,4.654766,6.2314425,4.727201,5.157677,6.18764,1.9349669,1.9769142,4.3601637,3.6475115,1.1542089,2.5862205,0
12.713358,8.886957,4.3242536,6.0126705,4.96641,5.2795143,5.0934606,5.222637,4.071685,4.9541903,6.522151,4.7525587,4.716919,5.7382627,2.354642,2.3071537,4.917279,4.583391,2.019199,3.4723833,4
-4.4191957,4.33914,3.2847657,1.9601356,5.376138,5.295871,3.3643322,5.744349,5.1386337,4.0139823,7.8403363,1.638066,7.456581,8.215339,5.719001,4.2541122,3.6146731,2.0334272,4.3249874,5.1446543,2
12.951367,10.881966,4.5040455,5.97421,4.6769614,5.9117174,5.276777,5.698125,4.973762,4.8083744,6.3847566,4.464738,5.1133585,6.163951,2.4071324,2.4191372,4.5108395,3.993204,1.8710847,3.3743947,0
12.718135,7.557665,4.3765116,5.555787,5.040906,5.0486145,5.075315,5.3968763,4.128356,4.8795543,6.2709517,5.1420264,4.9013014,5.6635575,2.4558856,2.511285,4.942337,4.851389,2.4505105,3.2648175,4
12.894131,10.781281,4.603841,5.570277,4.7146263,5.985351,5.258096,5.8180423,5.281827,4.8319097,6.4053006,4.403641,5.3300223,6.178034,2.7300103,2.784503,4.5189323,4.0942826,2.372923,3.625859,0
-4.479753,4.3053594,3.3038075,1.9554192,5.583369,5.349434,3.345087,5.7757897,5.461324,3.9930103,8.078807,1.7081716,7.356884,8.539924,5.4739857,4.31341,3.6612334,1.9967797,4.5677285,4.7605243,2
12.742482,11.095674,4.2355623,6.8945436,4.604226,5.7891994,5.3632593,4.9364476,3.9189305,5.0081544,6.6024127,4.060641,4.6338544,6.127423,1.9849627,1.7973874,4.7558436,3.9043899,1.102466,3.417441,3
12.426787,12.361037,4.45382,6.680724,4.396521,6.5336328,5.553019,4.6085277,4.49338,5.2236114,6.791779,2.7978892,4.941202,6.794507,2.6464798,2.3617818,4.7768197,3.7505796,1.8448824,4.6172824,0
12.885466,10.9784,4.5581384,6.5888653,4.7881465,5.2236857,5.588315,4.4641304,2.9813747,5.078085,6.089325,4.2846994,4.8970795,5.9259496,1.9431912,1.830233,4.764564,3.829863,1.7274038,3.0998402,3
12.728773,11.212207,4.2845426,6.879396,4.702694,5.711448,5.3146124,4.8174443,3.8011014,5.056692,6.6652374,4.000296,4.563469,6.0689707,2.0556247,1.8415266,4.8083115,3.9601936,1.2137284,3.5835235,3
12.811042,10.254716,4.3966174,6.4351892,5.207661,4.960701,5.018713,4.739029,3.2868993,5.1108303,6.762711,4.660317,4.3613095,5.3790526,2.1946044,2.048035,4.990259,4.416674,1.7653345,3.6257803,3
12.887279,10.862052,4.4690223,6.8257303,5.1166415,4.858701,5.26046,4.3034887,2.6258879,5.1573787,6.4649806,4.482853,4.35534,5.5355825,1.8697277,1.6800443,4.954328,4.1261077,1.4762431,3.3426678,3
12.791936,8.3171,4.4302692,5.929945,5.0568957,4.8506513,5.216611,4.957969,3.39785,4.957655,6.167278,5.0435705,4.795289,5.5978274,2.1819289,2.1856966,4.945587,4.6061034,2.1936631,3.0827153,4
12.812217,8.310016,4.2106996,6.0480733,4.97452,5.1169047,5.0232573,5.4945517,4.1045,4.8387823,6.480196,5.232964,4.647437,5.528773,2.1339457,2.149905,4.87017,4.6303577,1.7327721,3.024522,4
13.080264,10.211362,4.361095,6.1237636,4.165904,6.0861464,5.756453,5.99958,4.9541206,4.55604,5.752879,4.84888,5.56023,6.423868,1.8475076,2.0049503,4.2347436,3.5180423,1.3719786,2.1566737,0
12.906365,10.884816,4.4504,6.7720404,5.0776925,4.941174,5.2427864,4.460548,2.8407488,5.1180058,6.482306,4.5280023,4.3978157,5.554194,1.8889467,1.7221546,4.9064755,4.106714,1.4488615,3.308469,3
12.668552,6.6568713,4.354244,5.4819264,5.172981,4.736018,5.021204,5.261158,3.7762094,4.9031796,6.2312965,5.365932,4.81068,5.476171,2.4196625,2.486497,5.068763,5.081322,2.5783265,3.187504,4
12.994206,10.568068,4.2613697,6.5810666,4.781043,5.455351,5.2003827,5.413665,4.1100907,4.844647,6.5259027,4.8564396,4.637971,5.705432,1.8851328,1.8352457,4.639695,4.000501,1.1302905,2.9263873,3
12.907525,10.525164,4.4333014,6.779676,5.0785365,4.8269453,5.2831054,4.4115024,2.6560502,5.1068873,6.3872123,4.647117,4.4068427,5.508158,1.804104,1.651836,4.9258256,4.132896,1.4396336,3.140424,3
12.973015,10.985731,4.6198745,5.7182083,4.762515,5.8602657,5.257197,5.7017517,5.016281,4.8274007,6.3611073,4.460824,5.2135,6.1121693,2.5843685,2.619244,4.497557,4.0315914,2.2335613,3.5328534,0
12.94772,10.108305,4.3161364,6.62615,4.778143,5.167734,5.4057,4.9727516,3.3558817,4.925276,6.2390327,4.852493,4.7240505,5.689766,1.7447925,1.6983317,4.731237,3.9828782,1.2914758,2.711062,3
12.646074,6.235408,4.3643556,5.33137,5.2355437,4.624703,4.979959,5.2822013,3.7434337,4.8928204,6.212881,5.4941773,4.833452,5.3971353,2.4823134,2.5744092,5.104445,5.209607,2.7238188,3.1774404,4
13.07064,10.587528,4.3300705,6.360299,4.4066496,6.006186,5.4333644,5.907842,4.993934,4.6338816,6.0844793,4.7335277,5.114195,6.3408513,1.9006872,1.9489437,4.356528,3.7538645,1.1315433,2.5972605,0
-4.677992,4.296557,3.3120303,1.935854,5.616496,5.3529134,3.3711274,5.8276467,5.5910144,3.9669657,8.298374,1.6175959,7.261226,8.719779,5.439213,4.3250494,3.570158,1.7777897,4.58724,4.6658196,2
12.689241,7.5027485,4.217075,5.8871627,5.0638494,4.980352,4.980363,5.3452864,3.9446821,4.8957443,6.4674163,5.206994,4.6202316,5.5258083,2.2624328,2.2682269,5.0162416,4.8942184,2.0298526,3.2091196,4
13.000398,10.131486,4.1446705,6.6196036,4.7037306,5.5600653,5.141632,5.691274,4.438659,4.751146,6.534144,5.011185,4.598732,5.771383,1.797216,1.7735425,4.6042156,4.0665727,0.8870323,2.7598765,0
-3.7219427,4.278687,3.5483077,2.0351958,5.2506075,5.6212196,3.6091511,5.452002,5.57421,4.2662215,8.055136,1.5724417,6.960541,8.427637,5.5772915,4.486091,3.5659635,1.6293404,4.6498866,4.472599,2
13.00883,10.213143,4.452044,6.3004165,4.533347,5.5308924,5.629309,5.2719736,3.9327407,4.799247,5.874288,4.7404895,5.199157,6.1106353,1.8663673,1.9079465,4.518129,3.775003,1.564451,2.5366445,0
12.9946,10.2774105,4.158056,6.631506,4.662372,5.7355785,5.1195545,5.7755647,4.718963,4.7265263,6.5342155,4.865231,4.6009293,5.96244,1.8524882,1.8095994,4.570212,4.069179,0.83996135,2.8772974,0
12.665084,7.7894835,4.302835,5.8208003,5.08867,4.9935412,5.022884,5.201268,3.864844,4.9541698,6.4569936,5.032907,4.6826034,5.574481,2.3796206,2.3664353,5.0323143,4.867086,2.231309,3.3958392,4
12.740151,7.9944997,4.5039434,5.330536,5.0816355,5.1048636,5.085368,5.416872,4.2764544,4.9012465,6.2775474,5.0353203,5.0498114,5.6834183,2.65784,2.7311883,4.900873,4.8112993,2.78473,3.464814,4
13.119452,10.817769,4.375188,6.405793,4.5961347,5.8215485,5.283915,5.806162,4.7921834,4.6710777,6.2232976,4.7923512,4.903805,6.16939,1.9104785,1.932497,4.412333,3.852073,1.1181812,2.7622104,0
12.949205,10.555638,4.3619785,6.2611322,4.6961856,5.623031,5.319837,5.4849715,4.3596344,4.842569,6.404602,4.714543,4.951177,5.86213,2.11385,2.1070673,4.591647,3.9563017,1.5610644,3.035615,0
12.687658,7.9890785,4.243979,6.00906,5.079808,4.9848003,5.002641,5.189177,3.7868662,4.951419,6.5297074,5.06063,4.5702085,5.517291,2.2573369,2.2247698,5.028071,4.810009,1.9823895,3.3200588,4
12.717544,11.2218,4.27469,6.864591,4.6639953,5.780237,5.3252435,4.868277,3.9002476,5.043751,6.664174,3.9677656,4.596215,6.119684,2.0735972,1.8640753,4.7914534,3.945626,1.2102996,3.5919955,3
-5.1111994,4.3501453,3.1744046,2.0354853,5.5030255,5.285063,3.2979558,5.747105,5.4315853,4.1147733,8.005219,1.4085914,7.422988,8.601851,5.670615,4.1252546,3.295126,1.5814998,4.336654,4.9644766,2
12.837739,9.685267,3.9973235,6.5097594,4.598479,5.9090714,5.0154724,6.0379877,5.135048,4.7094417,6.760494,4.899444,4.593243,5.918074,1.9929206,1.9741465,4.632595,4.232711,0.8900685,2.9846547,0
12.795857,11.030686,4.259823,6.9518604,4.8490405,5.3869233,5.2400966,4.724559,3.419376,5.0789685,6.699364,4.2937136,4.402929,5.772712,1.9109969,1.7071712,4.865882,4.033515,1.1149282,3.4242282,3
-5.0182047,4.324186,3.2044928,2.0201948,5.661931,5.2598143,3.2385287,5.8141484,5.581757,4.054161,8.13202,1.5447599,7.4067616,8.723159,5.4752355,4.157643,3.435105,1.7589623,4.466439,4.8160615,2
12.7826185,11.236941,4.4467845,6.8515544,4.635615,5.4561753,5.646199,4.377027,3.0327494,5.10603,6.182325,3.9791675,4.8510985,6.1303515,1.8995348,1.7247359,4.7755284,3.7373834,1.471163,3.237047,3
12.840634,11.042929,4.3816123,6.4324007,4.955094,5.4405107,5.1198897,5.0737724,3.9494488,5.033284,6.779638,4.433284,4.592451,5.664249,2.2580874,2.1352513,4.802382,4.1425014,1.6334715,3.637557,3
12.787729,10.922441,4.360574,6.749476,4.666846,5.5583515,5.475255,4.7431626,3.5378559,5.0366373,6.377377,4.162095,4.763983,6.0523973,1.9758326,1.8205767,4.764727,3.8837783,1.3834367,3.277627,3
-5.0275064,4.337225,3.1659606,1.929207,5.7764997,5.310906,3.2707868,5.8356023,5.6190925,3.9684615,8.167008,1.6110339,7.444108,8.820524,5.4034524,4.1999435,3.5070033,1.8242617,4.5882783,4.5996494,2
12.9196615,10.169065,4.179504,6.4496737,4.39729,5.9650664,5.4230194,5.801122,4.7969913,4.7069693,6.3032045,4.720337,5.0342655,6.159907,1.9150753,1.9296737,4.4890857,3.8402474,1.1073658,2.6838915,0
12.764362,11.718882,4.425659,6.718803,4.6405115,5.767703,5.471797,4.727428,3.7604134,5.0788727,6.494342,3.8460097,4.814843,6.1663156,2.1543815,1.9686538,4.7257576,3.7793548,1.5049126,3.616951,3
12.841585,10.86723,4.335352,6.4830112,4.9816985,5.377436,5.0855246,5.0815697,3.888152,5.024561,6.8183694,4.5334635,4.5200734,5.572396,2.2051218,2.075862,4.824477,4.174148,1.5487765,3.5691648,3
-4.410985,4.393993,3.3552258,1.8161327,5.5267015,5.1642737,3.2867277,5.9236712,5.1184883,3.8599334,7.9706135,1.7282227,7.516781,8.239398,5.5862217,4.2343965,3.744928,2.0846345,4.2463093,5.16622,2
12.757885,8.070355,4.2503304,6.028317,4.9752436,5.052904,5.0919156,5.2979283,3.8741984,4.881628,6.3674917,5.130694,4.6798162,5.613517,2.1456687,2.1491487,4.9285655,4.677397,1.8676225,3.0642893,4
-4.505437,4.235654,3.1436598,2.226149,5.274893,5.4635525,3.402857,5.5047235,5.2747254,4.249021,7.664261,1.5864685,7.4143643,8.270495,5.8018465,4.2658257,3.4719756,2.095769,4.5223265,5.041563,2
-5.0267367,4.3382874,3.0925605,1.9190902,5.66117,5.390424,3.3607116,5.7519445,5.4559245,3.9806275,8.004383,1.5653126,7.4997473,8.698528,5.5718637,4.21627,3.46472,1.8224696,4.5707874,4.643998,2
12.928125,10.811257,4.6216373,5.5343227,4.735881,5.9951763,5.2357197,5.862516,5.3383427,4.8023043,6.420418,4.435721,5.3196726,6.184642,2.7449484,2.8043375,4.499264,4.105556,2.4099102,3.6606197,0
-4.4963,4.2730327,3.191013,2.1494603,5.40025,5.3467555,3.3126225,5.6381965,5.2832155,4.149345,7.74787,1.6648955,7.4625154,8.290601,5.682477,4.232092,3.571878,2.1696832,4.463334,5.0821657,2
12.8452215,10.888148,4.397494,6.6165237,4.604737,5.6454425,5.5107317,4.929659,3.789846,4.9636645,6.251488,4.2360077,4.9013357,6.150505,1.9895536,1.8816361,4.673892,3.8358502,1.4356785,3.15378,3
13.013029,10.521173,4.5928497,5.532025,4.348404,6.3178606,5.5373425,6.211271,5.746669,4.6134763,5.9276814,4.5216484,5.7086315,6.6196656,2.4930847,2.6607802,4.262108,3.8063598,2.1464708,2.9743443,0
12.984243,10.251352,4.5936446,5.4092007,4.374323,6.3008122,5.5156097,6.2596354,5.8178177,4.6065545,5.927956,4.5704947,5.7471657,6.6171255,2.5681899,2.7525127,4.290527,3.9020822,2.2809567,3.015374,0
12.81849,10.072016,4.10263,6.6506543,4.740601,5.6108685,5.1117125,5.4617844,4.32818,4.877854,6.7517824,4.715945,4.5274687,5.7663007,1.9786671,1.8801029,4.755516,4.185939,1.0515896,3.1672983,3
-4.4186177,4.278506,3.2872593,1.9925238,5.593442,5.351911,3.3296182,5.758937,5.471601,4.0042315,8.046653,1.755715,7.3724575,8.516392,5.4545593,4.3176594,3.7037492,2.1122622,4.5972943,4.777366,2
-4.854408,4.2764883,3.0871785,2.150058,5.46673,5.401599,3.3284779,5.6090555,5.395153,4.1718016,7.784993,1.5672016,7.4861197,8.490908,5.6908875,4.19544,3.4266522,1.9717008,4.5197024,4.921517,2
12.911428,10.026771,4.12452,6.548,4.846559,5.4316945,5.0301695,5.5744495,4.29166,4.8428473,6.7733192,4.998398,4.487897,5.5388713,1.9489391,1.8965504,4.7318373,4.2184515,1.0863849,3.0427144,3
12.977569,10.315448,4.258392,6.6732073,4.655282,5.4255013,5.38885,5.2480726,3.8225389,4.848045,6.27242,4.816064,4.759063,5.850819,1.7303007,1.6927832,4.6320677,3.908689,1.0766342,2.6787271,3
12.970847,10.005192,4.1678557,6.4082747,4.4036283,5.9082084,5.4007645,5.920989,4.846382,4.659269,6.260873,4.897782,5.0382857,6.0971966,1.8564595,1.9069421,4.4559155,3.8514094,1.059638,2.5267396,0
12.645658,8.041756,4.2888565,5.9382987,5.072634,5.0296764,5.0391603,5.1214285,3.7979078,4.984197,6.496983,4.9275956,4.6355896,5.605506,2.3527868,2.3093274,5.0470986,4.8204074,2.1376092,3.4473884,4
-5.1890473,4.3817544,3.2086387,1.8971294,5.7249427,5.232332,3.2490757,5.881815,5.5613823,3.9800704,8.201581,1.4770157,7.434416,8.798801,5.4739494,4.128115,3.383044,1.5693505,4.4053044,4.7501545,2
12.585737,12.302911,4.1409245,7.4990163,4.1594214,6.017587,5.7502384,4.3150606,3.2654755,5.1015553,6.4396596,3.3640943,4.786418,6.603136,1.6866771,1.4236916,4.766163,3.456025,0.61776114,3.4130015,3
12.762667,10.582003,4.4096246,6.5416074,5.166016,5.062401,5.0755725,4.5868306,3.2213814,5.159825,6.7949386,4.427159,4.362722,5.4855504,2.2219968,2.028543,5.006297,4.34403,1.7484386,3.7660327,3
-4.721613,4.306416,3.3166842,1.9534912,5.639298,5.352738,3.3527546,5.819811,5.652917,3.996053,8.311946,1.6006118,7.243812,8.770306,5.4104195,4.3086295,3.537476,1.7207973,4.599061,4.6117115,2
12.913119,10.825619,4.549262,5.7223907,4.5973597,6.1252337,5.3040056,5.900252,5.409478,4.7764153,6.3495507,4.3670764,5.3216124,6.327572,2.6046953,2.65425,4.458697,4.0031276,2.1162837,3.485794,0
12.752697,7.5723224,4.3147807,5.8138433,5.056287,4.902063,5.0829964,5.265452,3.7782156,4.888626,6.285008,5.260511,4.750732,5.5308185,2.2321918,2.2670517,4.962575,4.7968345,2.154425,3.0517335,4
13.033447,10.248615,4.208559,6.515334,4.79195,5.4924574,5.0932217,5.6796494,4.438986,4.769012,6.5587654,5.0390673,4.596023,5.6989794,1.8816701,1.8603679,4.6050825,4.103933,1.033499,2.863371,0
12.426497,12.359667,4.4529514,6.680359,4.395202,6.5319943,5.5552917,4.608744,4.4907165,5.2247157,6.7932057,2.8016894,4.941986,6.7910676,2.6449575,2.3608596,4.7761664,3.7495706,1.8444086,4.613927,0
12.907282,10.737469,4.5654373,5.7694044,4.7898965,5.7877245,5.2440853,5.6047597,4.8583603,4.868769,6.4339714,4.473391,5.15475,6.0351114,2.5766697,2.5952568,4.584536,4.1068797,2.2161481,3.5578287,0
12.771575,10.790996,4.3720937,6.544902,5.0036335,5.3677826,5.116841,4.8429413,3.6946862,5.0829735,6.7830887,4.3290873,4.47884,5.694982,2.2408538,2.0605583,4.8981214,4.2283654,1.6216489,3.7289906,3
13.049166,10.128989,4.220905,6.4319577,4.6128674,5.757005,5.1888556,5.916468,4.853348,4.6573834,6.3644414,4.981557,4.78695,6.005638,1.876499,1.8953226,4.4861016,4.010401,1.0017544,2.700439,0
12.659382,6.848839,4.301431,5.533862,5.1216373,4.9035144,4.9782147,5.397879,4.0439124,4.8853264,6.341959,5.2948413,4.7780843,5.538667,2.445108,2.5007918,5.0441403,5.0632377,2.4511843,3.2705805,4
12.860484,9.963931,4.092258,6.691597,4.788059,5.4569063,5.0882225,5.450423,4.132294,4.8539286,6.730413,4.8886237,4.452574,5.632751,1.8648746,1.7885934,4.7649655,4.187413,0.9713998,2.9981074,3
-4.705567,4.391599,3.3585138,1.7548963,5.7088165,5.2591558,3.3316875,5.947332,5.471,3.8409495,8.28754,1.6384912,7.3650513,8.679192,5.4080734,4.279793,3.6281548,1.7316558,4.460654,4.6878686,2
12.82856,11.191076,4.450318,6.676854,4.483627,5.7454376,5.674684,4.785042,3.6731799,4.980458,6.0758862,4.0208435,5.0371103,6.34771,1.9564726,1.8409735,4.631753,3.6815398,1.4550054,3.125647,3
12.94746,10.392668,4.505052,6.528099,4.841014,5.089293,5.50646,4.654104,3.0700598,4.998966,6.054389,4.6228805,4.8245053,5.815094,1.8524393,1.7828373,4.755727,3.952815,1.6304991,2.8911335,3
12.932409,10.262644,4.2597413,6.7069125,4.740442,5.2521925,5.388961,5.0267344,3.4576144,4.924721,6.33963,4.8173223,4.690455,5.682658,1.7325991,1.6728332,4.724692,3.9470017,1.1673349,2.738633,3
12.906425,10.808826,4.5418744,5.727914,4.705422,6.005311,5.2166767,5.8336377,5.281418,4.8097067,6.4662957,4.4161015,5.205915,6.1819983,2.6332839,2.6644115,4.5192323,4.0922556,2.153782,3.5989957,0
12.763361,8.3868,4.369893,5.7844462,4.958021,5.204195,5.1259513,5.369187,4.155016,4.883153,6.325462,4.9723086,4.870902,5.741736,2.3647614,2.3873317,4.8682365,4.634063,2.1930177,3.2614226,4
13.075088,10.539261,4.338962,6.367912,4.41179,5.9701414,5.4535847,5.865588,4.9078426,4.6356897,6.054233,4.748636,5.1170206,6.3342195,1.8762337,1.9261956,4.3633986,3.7498283,1.1394081,2.5624928,0
12.628116,7.797679,4.1780972,6.040656,5.023467,5.1404867,4.9622397,5.290458,4.0297976,4.938733,6.6178646,4.9640465,4.5250382,5.6256657,2.299444,2.2501764,5.04217,4.877488,1.8964239,3.4317293,4
12.963761,10.679554,4.344496,6.5006995,4.4836316,5.868644,5.456261,5.4885464,4.4935775,4.774507,6.1669188,4.500068,4.9967246,6.286226,1.9279275,1.9016908,4.497991,3.8066835,1.2185627,2.8552012,0
13.033788,10.334575,4.545311,5.781584,4.3401837,6.088417,5.6461,5.9415584,5.148604,4.637792,5.8015676,4.642316,5.626644,6.50242,2.2284987,2.3735647,4.302684,3.723186,1.9241955,2.6629658,0
12.831577,8.2905445,4.3940454,5.838525,4.8405933,5.158919,5.3151903,5.335873,3.9514985,4.833341,6.0378237,5.076999,5.0289626,5.8284755,2.1675398,2.2328274,4.7885294,4.4645543,2.0953307,2.8568804,4
-4.46954,4.319156,3.280257,2.0274882,5.5386014,5.2563295,3.25429,5.784711,5.3514733,4.0309668,7.9263034,1.7371854,7.4505887,8.381866,5.5243673,4.234545,3.675314,2.1528375,4.445662,5.0168176,2
12.922881,10.750924,4.6431236,5.45936,4.7801943,5.904974,5.2311835,5.828538,5.2526484,4.833665,6.4022303,4.476983,5.345462,6.0921063,2.7790987,2.8484907,4.516068,4.126157,2.5179899,3.6560364,0
-4.9176474,4.3497157,3.3501205,1.9597422,5.629544,5.2973204,3.3153007,5.8587728,5.707898,4.0350785,8.398876,1.4856426,7.1923094,8.850298,5.4186354,4.250826,3.4043703,1.4586536,4.5029726,4.64764,2
13.002639,10.696773,4.5647054,5.6778655,4.4129624,6.3004413,5.451574,6.1334066,5.6922183,4.6468167,6.071849,4.456261,5.538012,6.570949,2.4797592,2.597227,4.303533,3.8440244,2.0089161,3.1258302,0
-4.6701202,4.3941836,3.3275528,1.8855324,5.6522207,5.3358474,3.3290596,5.844795,5.543445,3.9609995,8.185126,1.6627188,7.3242407,8.68584,5.4191213,4.3020377,3.5949478,1.7664267,4.577751,4.601852,2
12.757921,7.366533,4.3139753,5.7639656,5.0836654,4.812776,5.0797844,5.2679625,3.7060292,4.875714,6.237067,5.350995,4.7608795,5.4850373,2.212458,2.2650778,4.9759994,4.8387275,2.1980238,2.9828866,4
-4.4704094,4.4729533,3.3937917,1.6186765,5.5871706,5.0879045,3.293286,6.051807,5.0201144,3.7092488,8.052729,1.6894302,7.565362,8.241861,5.58977,4.2030706,3.7589798,1.9544072,4.1159525,5.1924653,2
12.679997,7.482512,4.251333,5.80216,5.043113,5.0339384,5.006016,5.365474,4.035575,4.894001,6.4251304,5.151716,4.6935015,5.599474,2.3282664,2.342935,5.004193,4.8978615,2.135657,3.257668,4
12.829498,8.140012,4.298545,5.902596,4.92072,5.1023717,5.15469,5.4479184,4.033039,4.820498,6.2470207,5.227161,4.8409123,5.644811,2.1456573,2.1999311,4.8296013,4.57543,1.9353971,2.8955185,4
12.985066,10.25248,4.593495,5.4110017,4.3719616,6.3013797,5.5180125,6.2598476,5.816673,4.6059647,5.9246106,4.570981,5.748965,6.618667,2.5652492,2.750017,4.2891607,3.8990283,2.2778955,3.0097713,0
-4.3970194,4.4577684,3.4377038,1.6625973,5.489192,5.0904236,3.3235176,6.0220737,4.95946,3.7474906,8.028872,1.6827811,7.5263147,8.136084,5.6471124,4.227307,3.7607546,1.9666106,4.063478,5.2984185,2
