UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,UMAP16,UMAP17,UMAP18,UMAP19,UMAP20
13.2816105,14.307527,5.1077747,3.425841,5.4086885,5.155021,6.5186577,5.1087785,1.5712414,4.460926,6.457031,3.340934,4.436942,2.7072072,2.7319505,2.2787657,6.487386,3.3931148,0.738227,2.1450078
12.490428,8.688704,4.9820557,3.1982849,5.928152,4.9941463,5.9334764,5.713632,1.8572245,3.6940868,6.606014,4.9579997,3.6867123,3.4210038,2.941559,3.1494746,6.503863,5.7959886,1.4339056,2.2542377
13.016846,12.484987,5.111357,2.9893103,5.8107443,5.3518558,6.2024837,5.928662,1.8859895,3.7560134,6.862074,4.2001576,3.9266176,2.5049973,3.0985765,3.0951016,6.577304,4.549994,0.573385,1.939239
12.720106,12.604137,5.0025134,3.3734925,5.5921135,6.170263,5.7785,6.9851484,4.290906,3.5666862,7.0600924,3.9590318,4.1057796,3.4998848,3.384604,3.561061,5.7502832,4.5489845,0.32384878,2.0064514
-3.9439976,5.5185814,5.083484,6.173634,4.278155,3.3567545,-0.31395411,5.54059,6.823311,4.800703,6.9411054,2.6421602,8.085276,8.250208,5.7741017,4.447299,3.2875729,3.1600811,4.724926,5.988861
13.02522,12.874389,5.12222,2.994172,5.821072,5.2324905,6.3587337,5.825177,1.4185736,3.8163316,6.7794714,4.1073966,3.8313797,2.2168715,3.0006804,2.894497,6.739024,4.469057,0.25421035,1.752177
12.558788,9.392568,4.9714336,3.2571683,5.84982,5.1617603,5.9116287,5.787762,2.13226,3.7100096,6.683265,4.740634,3.812194,3.4326897,3.0071716,3.20431,6.4046326,5.5139713,1.3587381,2.3051243
12.783859,13.168166,4.97156,3.525034,5.691708,5.5837245,6.1348076,6.027043,2.164667,3.7201366,6.9345374,3.6552277,3.7629702,2.7439218,2.9389029,2.9590113,6.469733,4.312629,-0.14177686,1.7722093
-4.076457,5.817961,4.975852,6.3498893,4.1612,3.139401,-0.9851162,5.854161,7.4638176,4.808879,6.7857904,2.739205,8.140078,8.567083,6.1753387,4.611299,3.1707401,3.4258335,4.5327067,5.9187794
12.821393,12.369689,5.058176,3.1487594,5.6617517,6.028469,5.8393726,6.884095,3.965587,3.574066,7.0314755,4.170265,4.123965,3.3082993,3.426803,3.5902007,5.873569,4.6608844,0.5338191,2.0338464
13.033615,12.799678,5.108952,3.0397785,5.9224944,5.227355,6.2420964,5.712775,1.2318759,3.656382,6.9611797,4.1125526,3.6812975,2.1685147,2.9411871,2.9742024,6.844296,4.498816,0.26009807,1.7740257
13.040617,12.488071,5.196359,2.8314798,5.746841,5.4172564,6.2534823,6.36294,2.5895903,3.8279781,6.6601696,4.34847,4.01035,2.634209,3.0693665,2.998968,6.3151054,4.6673355,0.41476905,1.7050989
12.465905,11.677648,4.9678574,3.4425316,5.9345193,5.81234,5.8347697,6.79481,2.8516488,3.2313154,7.143566,4.163001,3.346808,2.9284976,3.094887,3.4263303,6.359981,5.223362,-0.4664541,1.5157728
12.561913,9.5582,4.9417458,3.3011014,5.8124437,5.29789,5.8376727,5.86089,2.4222271,3.6860502,6.7701387,4.654746,3.8889892,3.5454094,3.1051574,3.3331077,6.316847,5.4106116,1.4365194,2.415051
12.751328,12.317349,5.023293,3.2258308,5.8267903,5.7835717,5.94438,6.540471,2.7500272,3.4521475,7.115306,4.1025558,3.7527125,2.8166687,3.2756608,3.4676292,6.3516207,4.7978816,0.102409564,1.8382509
12.75672,12.260401,5.000772,3.281552,5.60286,6.1844234,5.7082148,6.985081,4.4456153,3.5439062,7.100757,4.0902615,4.192142,3.624829,3.4905386,3.719027,5.707836,4.647626,0.6484917,2.171185
12.8524685,12.824227,4.9907703,3.349105,5.6111608,6.0205903,5.852981,6.5203295,3.6004465,3.6405435,7.1303897,3.866766,4.190006,3.2678425,3.422115,3.5723386,5.99812,4.3248305,0.62160325,2.234743
12.952732,12.80159,5.0101995,3.2299592,5.828171,5.636669,5.977351,5.9242067,2.0706341,3.5519016,7.2321525,3.9486678,3.9022024,2.6304255,3.2772183,3.4423537,6.5647717,4.36925,0.5991105,2.1836061
-4.2108293,5.84659,5.023632,6.4378424,4.189588,3.0661643,-1.0559921,5.8043094,7.4850297,4.785839,6.8272285,2.8172882,8.284338,8.586119,6.1231203,4.5595074,3.2337492,3.351016,4.5869575,5.7415056
13.014452,12.346743,5.226535,2.7647047,5.7432375,5.4426055,6.2642574,6.5788608,2.8738098,3.8276587,6.579406,4.4523816,4.0008707,2.6845417,3.0630815,2.9767249,6.2178936,4.796869,0.31504947,1.5819924
12.710004,12.26436,5.041081,3.1913338,5.9798093,5.6709766,5.9789,6.530286,2.2665973,3.301048,7.172843,4.173513,3.4435651,2.500333,3.1499493,3.397502,6.5754886,4.9769807,-0.28339148,1.5689327
12.753238,12.608568,5.0461793,3.2773573,5.7942753,5.3491826,6.296646,6.1318784,1.8020638,3.7351198,6.725223,3.9902816,3.6047018,2.467771,2.8631904,2.804141,6.6092157,4.701286,-0.32464734,1.4798921
12.700884,12.173296,5.018907,3.294516,5.7902083,5.6004243,6.06222,6.4018307,2.476305,3.5810695,6.9073453,4.0786605,3.6881828,2.8131719,3.0672047,3.1683288,6.3999934,4.8496847,-0.054838013,1.6942065
12.578358,9.403321,4.9800587,3.217443,5.8905478,5.005085,5.997523,5.644724,1.7269306,3.7395678,6.6235824,4.7641196,3.7201378,3.2445996,2.9093916,3.065668,6.557315,5.5242805,1.2771847,2.212804
12.805464,13.13456,4.9634566,3.497172,5.7091656,5.447304,6.2162924,5.79943,1.6920751,3.7787068,6.8984323,3.6584773,3.7569106,2.5887618,2.9231656,2.8880951,6.622803,4.2899094,-0.06615261,1.8159127
13.022714,12.324353,5.159235,2.8739164,5.919683,5.1131954,6.336248,5.8261786,1.2921609,3.7467303,6.7571306,4.348299,3.7232606,2.173513,2.941873,2.893379,6.801169,4.72603,0.3410968,1.6906277
12.514724,11.789078,4.972808,3.4119413,5.9429784,5.6582522,5.94344,6.557487,2.348913,3.3098867,7.0838356,4.1313477,3.334526,2.7379756,3.0322394,3.2923644,6.51763,5.153751,-0.45664182,1.5051162
12.543131,9.407436,4.9565125,3.2782474,5.8520875,5.178497,5.8949547,5.790642,2.1307805,3.6930294,6.703096,4.7202277,3.795979,3.4462621,3.0125315,3.2204263,6.4063835,5.511019,1.341128,2.3122518
12.388774,8.142448,4.922025,3.2873864,5.940563,4.9297023,5.857015,5.572743,1.7531143,3.6873004,6.598061,5.0348554,3.6708164,3.596564,2.9130573,3.176891,6.5281644,5.948634,1.681268,2.3871875
12.690855,12.600966,5.0493774,3.2838416,5.8042874,5.8562474,5.9740224,6.846194,3.1283762,3.433008,7.0260506,4.040896,3.6329143,2.846945,3.1279914,3.3033183,6.227422,4.828577,-0.39482287,1.5064913
12.69038,12.492456,5.064701,3.293312,5.7377677,5.7160406,6.0726557,6.7691755,3.0950794,3.5912611,6.8073983,4.051891,3.674527,2.9214625,2.9734268,3.0511286,6.1874084,4.8387055,-0.40598726,1.4276332
-4.1018367,5.8287835,5.027368,6.6390653,4.204412,3.0258937,-0.9909048,5.7103367,7.482784,4.757217,6.7712874,3.0659077,8.418499,8.63979,5.990518,4.5232577,3.3332129,3.3167632,4.7240825,5.3633046
12.971579,13.289365,5.016161,3.344845,5.7698493,5.2716856,6.280669,5.4981246,1.1969767,3.8165016,6.91267,3.7320318,3.782814,2.3416114,2.8760557,2.8193526,6.7938514,4.1663857,0.17694405,1.8839589
12.872897,14.584685,5.031437,3.5416734,5.2569375,5.180934,6.806895,5.7912073,2.1139898,4.6072307,6.0006523,3.251772,4.1114435,2.739066,2.5119095,1.9554209,6.173766,3.6220064,-0.64154714,1.3109392
12.892152,12.919308,4.973076,3.413203,5.7572627,5.526504,6.0664015,5.7439985,1.8031296,3.673562,7.091379,3.7669704,3.8550746,2.6696966,3.0844045,3.1699307,6.6088443,4.2860055,0.38508838,2.093306
12.714788,12.487258,5.022624,3.3159928,5.5670695,6.2351804,5.753255,7.194549,4.7135825,3.5685482,7.0088544,4.0429688,4.1524897,3.6390488,3.4080648,3.5889795,5.602825,4.6327443,0.33316278,1.9638935
12.683055,12.132837,5.009941,3.255587,5.8842926,5.802544,5.897424,6.6105824,2.723666,3.3517194,7.1742454,4.1450753,3.6266077,2.7971604,3.2665496,3.5194466,6.3869615,4.93084,-0.026880769,1.7704275
12.552904,12.015268,5.005487,3.3762639,5.815201,5.7467566,5.983363,6.7710547,2.9207838,3.4466894,6.9339604,4.1047044,3.527703,2.9298532,3.0469644,3.2194974,6.2800746,5.0527687,-0.43768266,1.4788367
12.970756,12.422113,5.1677046,2.889892,5.841436,5.2061524,6.368022,6.0966024,1.7345418,3.8026085,6.6431756,4.3192544,3.7686057,2.3015096,2.9403706,2.836074,6.629688,4.754234,0.12848939,1.5569997
12.945165,13.154749,4.9496164,3.4566917,5.8177686,5.3769665,6.10586,5.3542194,1.1266359,3.6705594,7.1716647,3.6774914,3.7645211,2.4306014,2.9885275,3.076191,6.844439,4.1275115,0.4261573,2.1433132
12.737901,12.215095,5.011844,3.24322,5.8229766,5.856396,5.871946,6.598177,2.9443755,3.413398,7.1717634,4.1176887,3.7823362,2.9258118,3.330055,3.5700183,6.285786,4.818117,0.19997294,1.9131966
