UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,UMAP16,UMAP17,UMAP18,UMAP19,UMAP20
12.818235,12.561858,4.9490824,3.358509,5.829276,5.737408,5.899844,6.028115,2.1680033,3.4673233,7.3055987,3.9025564,3.8311667,2.7463636,3.3416915,3.5627897,6.544707,4.4915843,0.48237222,2.2053528
12.686946,13.40979,4.9287143,3.7550766,5.488857,5.6382146,6.218965,6.1027102,2.6032097,3.9497712,6.685902,3.412649,3.9146545,3.0643032,2.8271198,2.6986501,6.2287984,4.150761,-0.30856425,1.716457
12.717514,13.415892,4.9911523,3.6074626,5.4836755,5.6410475,6.287396,6.3255873,2.8307557,3.9824035,6.5756087,3.5287185,3.943254,3.016671,2.8375044,2.6572738,6.1541495,4.2406144,-0.40755278,1.5584042
13.1749525,13.124716,5.186781,2.8827963,5.6838427,5.2016206,6.4467907,5.8551245,1.8740277,4.062046,6.54906,4.118922,4.129513,2.3971426,2.9653876,2.7188966,6.5228357,4.2657404,0.52800065,1.8095691
12.71774,12.520508,5.0745215,3.184346,5.88871,5.60889,6.117832,6.6099496,2.409405,3.468826,6.9415245,4.133663,3.5001056,2.5112786,3.0228355,3.1314685,6.478892,4.900232,-0.486776,1.3846122
12.529542,9.112685,4.989068,3.1900134,5.915171,5.036904,5.963931,5.7843237,1.8803657,3.6898372,6.6213126,4.8640604,3.6746056,3.305969,2.9312072,3.119722,6.509118,5.690541,1.2413296,2.1599846
12.742903,12.469147,5.074722,3.2212527,5.604168,6.1200213,5.8445797,7.272142,4.5898027,3.5841527,6.8952475,4.1213694,4.0569067,3.5060453,3.2949486,3.4516559,5.6563635,4.749373,0.11279173,1.7421091
-4.021628,5.7067823,5.155929,6.7222567,4.221474,2.9345453,-0.94820285,5.8124294,7.470069,4.772691,6.8634644,3.0439675,8.324965,8.714045,5.9869027,4.5020638,3.3164952,3.2428305,4.658306,5.421394
12.532542,12.00906,5.00175,3.3849602,5.89367,5.6194277,6.0400352,6.6127505,2.4239626,3.4104846,6.946174,4.120968,3.374539,2.7004347,2.965593,3.131304,6.4709854,5.0898323,-0.5836473,1.3844914
-4.0737576,5.825261,5.0357904,6.5788474,4.2280335,2.9959912,-0.9089059,5.5723987,7.3533616,4.7751637,6.710374,2.9479036,8.456259,8.419611,5.950574,4.464757,3.5013983,3.2833054,4.7943316,5.2917414
-3.734624,5.7324533,4.993017,6.30919,4.2712545,3.0496101,-0.5523079,5.298667,6.997185,4.8395257,6.4794464,2.593315,8.321703,7.8987536,5.9244885,4.3767557,3.8130622,3.3216457,4.928927,5.379885
-4.0918884,5.6260667,5.0122705,6.178794,4.295248,3.3860874,-0.38699552,5.393927,6.8346605,4.7649345,6.875857,2.7423594,8.283974,8.199663,5.7195406,4.413453,3.3602314,3.1577885,4.8488035,5.7555213
12.834899,13.028508,4.9775915,3.4273496,5.735336,5.603636,6.0869403,5.979458,2.0754254,3.6621041,7.0439296,3.7458048,3.81648,2.6910076,3.0793955,3.1435435,6.52535,4.34032,0.113676965,1.9331164
12.748406,13.03669,4.888322,3.7266111,5.707106,5.603163,5.996598,5.7203736,1.9057388,3.6445496,7.126832,3.5198293,3.7402434,2.8583505,2.9499972,3.0798342,6.5642724,4.218925,0.090116575,2.042329
12.695161,12.6861515,5.008955,3.405299,5.5232773,6.2491236,5.7717257,7.181351,4.7651944,3.6137276,6.982097,3.9231458,4.162769,3.6735678,3.361519,3.5169473,5.57573,4.534794,0.22754616,1.9343927
12.533405,11.972395,5.0310044,3.306342,5.878312,5.7545433,5.988394,6.9112086,2.9204075,3.368298,6.95274,4.200004,3.4307523,2.8149297,3.0589402,3.250594,6.313666,5.1740885,-0.59972787,1.3482573
12.349321,9.067406,4.891113,3.4628186,5.8871303,5.1766953,5.8386927,5.8866386,2.1198738,3.5955207,6.7046256,4.7074566,3.5702338,3.5234044,2.9094906,3.175198,6.440197,5.7283797,1.0443594,2.1668825
-4.2493396,5.8537626,5.0561213,6.5276155,4.204114,3.0107987,-1.0939511,5.7825875,7.508749,4.7714763,6.8443155,2.8999085,8.366675,8.621126,6.084556,4.5310736,3.2742236,3.30816,4.6249623,5.595531
12.88272,12.357966,5.2148027,2.8390718,5.7512255,5.560042,6.2462826,6.9053893,3.1754224,3.7372477,6.5739207,4.4313326,3.8570514,2.7164207,3.0434916,2.9786868,6.1401834,4.943738,-0.12789178,1.3452145
12.688879,13.238103,4.962016,3.613083,5.54964,5.6345673,6.2206383,6.2644625,2.67078,3.885274,6.6911745,3.5764847,3.8433635,2.973238,2.8592293,2.7517953,6.2437577,4.310233,-0.38227597,1.6099569
12.567088,11.925695,5.0178533,3.2772424,5.8696723,5.7929983,5.9533334,6.8485794,2.9073777,3.367845,7.0226245,4.2075806,3.529693,2.8386986,3.1851583,3.3927126,6.318973,5.127607,-0.3566434,1.5309399
12.450664,11.668246,4.9374294,3.4864814,5.9481616,5.7005677,5.8919873,6.555656,2.3720794,3.269053,7.136916,4.1185994,3.3135433,2.79981,3.072766,3.3632047,6.5179353,5.1871815,-0.4316795,1.5669131
12.847907,12.542696,5.0271826,3.2361307,5.6434016,6.0908027,5.7848945,6.7524137,3.9475284,3.5657954,7.144685,4.0475183,4.192089,3.3512597,3.4834127,3.6796663,5.8856688,4.4931507,0.67634153,2.201618
12.673823,12.322741,5.119515,3.1114244,5.775206,5.7803736,6.092504,7.1183796,3.389954,3.5328763,6.769316,4.2572255,3.655244,2.8512864,3.0802615,3.1489124,6.1139073,5.0469823,-0.53285444,1.2774817
13.0750065,12.866439,5.083378,3.103935,5.8671646,5.1173816,6.2993145,5.3915153,0.9150195,3.7921138,6.90536,4.0188475,3.7873752,2.1822155,2.9072435,2.8712301,6.9086723,4.3266826,0.49713695,1.9421943
12.80084,12.976522,5.085204,3.249948,5.742676,5.6734447,6.1366158,6.6044,2.8455844,3.6356454,6.8398895,3.965639,3.7170453,2.7335422,2.9668233,3.0030522,6.2726398,4.6102195,-0.37163335,1.4536736
12.26588,8.779878,4.8505716,3.5730836,5.8800087,5.1723585,5.7891417,5.840984,2.140217,3.583542,6.7021294,4.7063274,3.5358005,3.664013,2.885814,3.1830468,6.4226527,5.809753,1.0983145,2.222545
12.70528,12.825272,4.97404,3.5005925,5.467439,6.285122,5.748886,7.0377064,4.715278,3.6709065,7.0156956,3.7983465,4.2758293,3.7666526,3.4072027,3.5419824,5.5587087,4.359619,0.4330727,2.1247504
12.957442,12.181049,4.8991776,3.5103507,5.878248,5.126793,6.084141,4.811609,0.4218832,3.7061744,7.2121196,3.7729244,3.8050697,2.4791265,3.0264595,3.1514957,7.085151,4.214958,1.0724742,2.5513809
12.497682,11.615352,4.958027,3.402637,5.9918857,5.6258407,5.922868,6.4674635,2.134762,3.2618122,7.146426,4.1871443,3.2982678,2.6701236,3.0811265,3.3694184,6.61152,5.210037,-0.36077124,1.5779384
12.545888,9.453382,4.9530873,3.2858644,5.848808,5.195339,5.8879676,5.795978,2.157827,3.6887429,6.718281,4.70156,3.802965,3.449623,3.0241673,3.236017,6.4019365,5.489136,1.3424982,2.3228297
-4.090403,5.623142,5.0150137,6.176518,4.29388,3.3874118,-0.3828855,5.4016323,6.833071,4.7652807,6.8856006,2.7391918,8.276284,8.204582,5.7207747,4.4163117,3.3518944,3.1563196,4.8415494,5.7714486
12.679812,12.546643,4.9968143,3.406787,5.5262547,6.302295,5.7206078,7.2321568,4.918439,3.5803175,7.016775,3.9592178,4.1828284,3.758009,3.4102397,3.5945475,5.5304804,4.5778418,0.31365407,1.9963051
-3.9167795,5.7910113,5.004242,6.4507823,4.1368823,3.0549145,-1.0233326,5.959706,7.5608377,4.8294873,6.746212,2.762192,8.066503,8.642812,6.2424374,4.6457253,3.1705663,3.4806828,4.477592,5.903788
12.681595,13.413331,4.923953,3.7704432,5.4855156,5.641507,6.215164,6.09411,2.6017146,3.9501293,6.6888804,3.3998291,3.9142787,3.0747843,2.824333,2.697349,6.227792,4.144179,-0.3097592,1.7230045
12.895009,13.239034,4.919483,3.5801222,5.795466,5.336246,6.128223,5.285977,1.0075135,3.6922457,7.133776,3.557808,3.6911552,2.4335628,2.8696187,2.9412367,6.8861957,4.0949516,0.2194461,2.0648155
12.972068,13.298439,5.0284553,3.3379378,5.7590218,5.2725086,6.2943277,5.544848,1.2892555,3.837654,6.873132,3.7423759,3.7924395,2.3637776,2.8619008,2.7899418,6.7551355,4.1701603,0.14437331,1.8465049
12.576578,11.918591,4.9789433,3.348029,5.9667735,5.7007675,5.914592,6.521787,2.2992687,3.2712274,7.1866617,4.1432986,3.3908603,2.6655035,3.1454887,3.4295213,6.554616,5.084927,-0.30274674,1.6211871
12.830926,12.285402,4.993973,3.2428916,5.6619487,6.036933,5.7584047,6.5991416,3.6813529,3.5545585,7.184305,4.0758023,4.18735,3.3551354,3.525421,3.7469575,5.9695854,4.557601,0.8514674,2.3309717
12.96144,13.27491,4.959649,3.4701407,5.8396397,5.378509,6.093307,5.3616166,1.1018329,3.6315007,7.2035737,3.6499393,3.7059739,2.384809,2.9370923,3.0539417,6.86671,4.10783,0.30893064,2.0803177
-3.895045,5.7571125,5.015482,6.6016183,4.190368,3.04549,-0.85482395,5.701786,7.400216,4.790515,6.700173,2.988324,8.297905,8.549768,5.9934845,4.536393,3.376538,3.3539574,4.719313,5.408689
13.056576,13.182811,5.086033,3.148158,5.7799864,5.259257,6.299043,5.638187,1.4200406,3.8348305,6.850014,3.9137068,3.862458,2.3264105,2.9144886,2.8428228,6.7197976,4.2425566,0.31454727,1.8546212
12.9168825,12.188155,5.231193,2.6944954,5.8410664,5.5391006,6.2391596,6.883358,2.8835325,3.643838,6.685646,4.573421,3.8272796,2.5122092,3.1895986,3.161635,6.280718,5.0442967,-0.0069666724,1.417403
-4.0174246,5.6836534,4.9894047,6.3052917,4.2898927,3.2921906,-0.4765883,5.3632126,6.9505477,4.7567596,6.7611227,2.855265,8.369637,8.22427,5.7535987,4.4033523,3.4583306,3.20261,4.9120545,5.5080547
-3.8718472,5.7545547,5.0164165,6.6714997,4.177579,3.026639,-0.8686985,5.7253046,7.4369755,4.789233,6.693129,3.0554962,8.31117,8.599635,5.9803457,4.551659,3.3714657,3.3617845,4.7197037,5.3317165
12.861568,12.360402,5.164747,2.911135,5.6662865,5.973323,5.9743943,7.180185,4.1713495,3.638812,6.818783,4.389483,4.129286,3.17696,3.3894968,3.4465308,5.7861285,4.8003316,0.35171667,1.756338
12.774307,12.567026,5.047244,3.1957936,5.91991,5.6759334,6.0159516,6.4557247,2.298455,3.3898258,7.1411605,4.088528,3.558531,2.5115323,3.1545427,3.3476677,6.5402513,4.793699,-0.1955351,1.6338885
13.082381,13.133199,5.126041,3.0589364,5.817386,5.4595914,6.1469064,5.986106,2.0699818,3.6815875,6.981955,4.036122,3.8744483,2.4640405,3.0184045,3.0702226,6.537748,4.332105,0.3533499,1.842319
12.576484,9.8882065,5.0011044,3.2017436,5.8944583,5.154076,5.9973054,5.927052,1.9952865,3.6612313,6.681766,4.686745,3.6662982,3.1529484,2.9471319,3.1117692,6.4980683,5.481814,0.91797566,2.0308065
12.807658,12.213388,5.005029,3.2510192,5.600882,6.1175337,5.725135,6.810664,4.176546,3.5871067,7.108067,4.0965695,4.247702,3.5551639,3.5082695,3.723451,5.7784095,4.5973234,0.81544375,2.2770524
12.558575,12.085734,5.0246043,3.3221314,5.8817043,5.6911564,6.0281024,6.7697697,2.6718826,3.398295,6.949277,4.145608,3.4181573,2.7313087,3.0212748,3.1908705,6.392521,5.10308,-0.6007901,1.3587918
12.743792,12.2870245,5.005938,3.277781,5.6036525,6.1995,5.7154055,7.052262,4.521501,3.5359983,7.085039,4.096371,4.1732726,3.6238456,3.480257,3.702486,5.6858654,4.6651125,0.5719389,2.1157372
12.262786,8.77563,4.849242,3.5769904,5.8797545,5.173246,5.787667,5.842598,2.1431618,3.582489,6.702232,4.705237,3.5335228,3.6672952,2.8846571,3.182777,6.421898,5.812091,1.0950906,2.2217824
13.051605,13.401092,5.1759343,3.046584,5.519386,5.3533516,6.4957705,6.2297363,2.6222146,4.176257,6.3463416,3.9429498,4.166879,2.6937811,2.8509026,2.527409,6.207498,4.225828,0.07910275,1.552214
-4.067621,5.638591,5.218275,6.645438,4.254087,2.9528582,-0.86395216,5.794733,7.3556647,4.77515,6.9502854,2.9445193,8.283726,8.658147,5.947137,4.4621935,3.307186,3.1637342,4.6444025,5.55974
12.967342,13.208832,4.9699492,3.4462247,5.762051,5.4913836,6.0602603,5.5387325,1.597685,3.6851504,7.1568418,3.6787808,3.8774903,2.5949576,3.0457125,3.138927,6.6801915,4.100384,0.48695564,2.1790226
-3.9619555,5.736641,5.0529957,6.711468,4.1837764,3.0393205,-0.93204,5.8360386,7.5152087,4.762662,6.809613,3.1414852,8.296627,8.788024,5.991957,4.569676,3.2230835,3.3362134,4.6624923,5.424436
12.728597,12.609456,4.957594,3.4768724,5.76581,5.518757,6.100754,5.9772024,1.9118909,3.645135,6.974252,3.8151195,3.6880922,2.705219,2.994798,3.0638738,6.5761776,4.5464897,-0.016182039,1.8345678
-3.8027136,5.612697,5.0862403,6.68938,4.204488,3.0992517,-0.6975967,5.790148,7.345127,4.7725453,6.831302,3.1297343,8.211732,8.732311,5.8958654,4.5439177,3.2383938,3.2891734,4.6950884,5.460681
12.391384,8.960794,4.9152236,3.3880537,5.8919067,5.1239524,5.866424,5.8390937,2.0523658,3.6311119,6.6677246,4.7767854,3.6120229,3.500539,2.9150913,3.1621907,6.450343,5.7444816,1.1655688,2.1930373
12.88918,12.652653,4.95337,3.3693538,5.840166,5.5303645,5.9894605,5.6561465,1.6102985,3.565241,7.24166,3.8633077,3.8206675,2.6002755,3.199986,3.3650877,6.7095294,4.3638186,0.598924,2.2429528
12.779834,12.507166,4.933644,3.4488204,5.562814,6.140167,5.7055335,6.574533,3.932218,3.6094024,7.1970205,3.8604364,4.2648735,3.5829113,3.513382,3.722938,5.8498797,4.382369,0.8497965,2.4262075
12.904046,13.230784,5.0771146,3.2300215,5.6470456,5.252378,6.481697,5.917736,1.7163956,4.0251746,6.524417,3.8368764,3.8717368,2.4264865,2.830818,2.5734122,6.5620184,4.325963,-0.14828366,1.5594966
12.704566,12.288275,4.964129,3.3796306,5.9221625,5.5026517,6.0348086,5.9950995,1.6194794,3.4474459,7.1440444,3.987476,3.5096955,2.4993713,3.0760295,3.2557971,6.7453027,4.758764,-0.028367361,1.8160676
12.431755,10.380906,4.9172482,3.4723845,5.9257803,5.316321,5.926898,6.010532,1.9007788,3.490251,6.8783207,4.397985,3.4325314,3.0681674,2.9192452,3.1622612,6.5807385,5.4054155,0.35731545,1.8844649
12.813959,12.277571,4.9833593,3.278459,5.652839,6.131236,5.6967683,6.6843452,3.9246619,3.5159156,7.2448974,4.0598397,4.2162194,3.4560423,3.583479,3.8424177,5.8984475,4.5513806,0.8943662,2.3869886
12.547254,10.480336,4.9746404,3.2951136,5.9074454,5.364453,5.942143,6.1306615,2.1687882,3.5235057,6.866091,4.486436,3.583744,3.058368,3.033409,3.2519386,6.4964714,5.362813,0.53913087,1.938786
12.844151,12.47642,5.1487913,2.9976594,5.864396,5.6748056,6.0716286,6.78474,2.939437,3.4935977,6.913341,4.288497,3.672508,2.6498387,3.0878606,3.2128162,6.289061,4.896202,-0.19061063,1.4482707
-3.95115,5.7395425,5.0255785,6.6957536,4.183104,3.0817223,-0.8903195,5.8045683,7.4859633,4.75676,6.79604,3.164876,8.303905,8.774618,5.965499,4.5732565,3.2185917,3.344971,4.6882687,5.410741
13.281491,14.306781,5.1077604,3.4255593,5.4089327,5.155024,6.5186048,5.1091833,1.5710037,4.4605017,6.4572372,3.3414204,4.436536,2.7067668,2.732047,2.2791479,6.4875674,3.3937519,0.73788255,2.1447508
12.394078,8.435968,4.920321,3.321405,5.9255066,5.009914,5.859746,5.6716876,1.8491459,3.6554215,6.637536,4.9321585,3.6404846,3.546932,2.9218485,3.1813753,6.5030494,5.868337,1.4843147,2.31478
12.835787,13.17931,4.8932767,3.6919968,5.7792635,5.493523,6.0117292,5.4323044,1.3877932,3.6111987,7.2272835,3.5089796,3.6922538,2.62624,2.930474,3.0820134,6.7698736,4.1118383,0.21369708,2.1254828
12.523159,9.875548,4.984812,3.251739,5.9277477,5.1770167,5.975119,5.969374,1.9428946,3.5930147,6.7302985,4.665802,3.5662017,3.116979,2.93191,3.130625,6.536645,5.536223,0.75926304,1.9625344
12.768148,12.324492,4.9913197,3.310815,5.5994806,6.147914,5.7326674,6.841277,4.1914134,3.5711105,7.1162744,4.042882,4.2092347,3.55377,3.4972873,3.7022195,5.7778554,4.5694675,0.7035162,2.2358665
12.86351,12.229396,5.223834,2.7938988,5.764842,5.59904,6.2253847,7.024652,3.3071103,3.7007594,6.5837464,4.5053654,3.8522716,2.732034,3.0962934,3.0471375,6.1057386,5.0319886,-0.13569714,1.3277836
12.778468,12.120025,4.9660273,3.3241699,5.553382,6.1854734,5.6461453,6.8138795,4.322677,3.592423,7.1440086,4.038136,4.3111095,3.7095656,3.5551128,3.8018334,5.703739,4.585812,0.9128192,2.3793817
12.712692,12.243963,4.9892583,3.3598886,5.7932873,5.4982076,6.104484,6.1235924,2.0267956,3.6238697,6.918086,3.9909122,3.6745577,2.7174952,3.0256617,3.1006985,6.54401,4.7510514,0.008203593,1.7771765
12.524924,10.197122,4.986383,3.2624822,5.948794,5.2845383,5.950274,6.1033306,2.0322328,3.5099723,6.8282175,4.591728,3.516626,3.0374763,2.9794557,3.2108467,6.5362177,5.488522,0.55701226,1.890886
12.677868,10.476612,5.061754,3.084614,5.89331,5.148333,6.103668,6.023742,1.9688785,3.6946952,6.639237,4.647547,3.670977,2.923173,2.920519,3.0147943,6.519585,5.34838,0.67808664,1.8495258
-3.7005146,5.680592,4.970751,6.262366,4.266303,3.139217,-0.45891926,5.318914,6.941457,4.8390293,6.5149107,2.6032183,8.24649,7.9255466,5.8972816,4.40119,3.73497,3.3330204,4.9169054,5.4711366
12.980971,12.447532,5.192975,2.8540552,5.82026,5.5055394,6.176286,6.542904,2.7145119,3.6711628,6.770942,4.3713593,3.8548844,2.6056893,3.0715845,3.0936394,6.3195515,4.791052,0.18442962,1.5822425
-3.8891504,5.8049774,4.9136753,6.399742,4.1337004,3.1729076,-0.9187059,5.8534904,7.483622,4.8141913,6.6855373,2.8261683,8.098182,8.590793,6.1717086,4.650613,3.1777139,3.507458,4.564979,5.8318396
12.526241,11.809882,5.0232244,3.2787807,5.8823333,5.7947655,5.952133,6.9489937,3.0066211,3.3453684,6.9933167,4.253727,3.471422,2.8528328,3.1504953,3.3703592,6.2938523,5.218597,-0.46483618,1.4424927
12.779082,10.492868,5.075508,3.024557,5.856724,5.066052,6.1443424,5.802729,1.8190002,3.803923,6.596808,4.6510696,3.818636,2.9217849,2.9361057,2.978837,6.5414295,5.2115016,1.0252299,2.0208526
12.703498,12.358078,5.0192666,3.3140533,5.7894015,5.7384543,5.990554,6.5587587,2.7853546,3.5082755,7.0001063,4.0324497,3.694227,2.8761492,3.1237226,3.2777777,6.315602,4.804467,-0.115909465,1.691169
12.592776,12.027691,4.9984922,3.3518944,5.8848605,5.613302,6.027655,6.5020947,2.33092,3.4284713,6.988984,4.098654,3.4526079,2.7052948,3.0238223,3.1988592,6.4965034,5.029583,-0.38652775,1.5198648
12.529546,10.469756,4.987084,3.2899716,5.925002,5.2739406,6.0012345,6.1000834,1.9873921,3.5459652,6.7900844,4.511373,3.5023015,2.9747248,2.9288797,3.1170497,6.5478725,5.4089007,0.39614525,1.8098109
12.747231,12.594585,4.910532,3.5726411,5.748171,5.623288,5.9649324,5.8410015,2.008381,3.5991218,7.1441936,3.7300246,3.787883,2.8722227,3.1027842,3.258825,6.5407825,4.415421,0.31170294,2.1223197
12.844681,12.375903,5.1176004,3.0618186,5.6441407,5.9345503,5.9435635,6.994759,4.039991,3.657208,6.8453436,4.2490664,4.106347,3.2652903,3.2954228,3.3813088,5.829758,4.726775,0.35899004,1.8190567
12.783646,13.263474,5.044727,3.4184952,5.542506,5.540933,6.3335457,6.3522615,2.7138493,3.9762788,6.537588,3.71849,3.916184,2.8656387,2.8359234,2.6426105,6.2153277,4.347789,-0.36139894,1.4956679
13.000755,12.957688,5.1508794,2.9931235,5.8880267,5.3961964,6.224227,6.167069,1.9335034,3.6251767,6.903416,4.150923,3.6825545,2.2871141,2.9559994,2.987738,6.6118593,4.5708413,-0.026733894,1.5559225
12.933772,13.147188,4.944985,3.495096,5.7565036,5.4261265,6.10272,5.4190702,1.3568252,3.7224572,7.1234217,3.637708,3.851657,2.5638292,3.0179586,3.0806813,6.749661,4.1007957,0.4630252,2.187257
-3.922519,5.5098147,5.068412,6.1464086,4.275729,3.3840852,-0.28069288,5.5295196,6.79753,4.8034663,6.9293137,2.6283872,8.064276,8.230151,5.7695823,4.452823,3.2844212,3.1719792,4.729087,6.014252
12.457812,9.2165,4.952257,3.3047652,5.919279,5.0868673,5.9336667,5.8281217,1.886605,3.6338942,6.6685295,4.7698627,3.5858977,3.3108554,2.9012222,3.1180303,6.5245137,5.685404,1.0455942,2.1016839
12.858707,13.455398,5.0264163,3.4347587,5.531577,5.5836997,6.277478,6.1720695,2.6341105,3.9775615,6.6610785,3.6381395,4.0314217,2.8839118,2.9322088,2.7695303,6.23851,4.155552,-0.05887481,1.7341835
12.973501,13.229699,5.132581,3.1171298,5.6487203,5.407285,6.3698053,6.212737,2.3733554,3.9487984,6.5827465,3.9516196,3.9503837,2.5884337,2.8902624,2.7140098,6.356169,4.3579016,-0.043238338,1.5557399
13.05345,12.867894,5.139743,2.9912937,5.911653,5.2970057,6.2182217,5.8940663,1.5691937,3.6410964,6.946479,4.1530647,3.7044709,2.2352905,2.9424303,2.9887886,6.728925,4.513031,0.21482056,1.7057223
-4.0100417,5.56945,5.0529294,6.139126,4.2631316,3.3592083,-0.40953648,5.570928,6.8848534,4.7987638,6.9409814,2.6048112,8.08532,8.264549,5.8354964,4.471991,3.2512608,3.1916933,4.691563,6.0503254
12.4633875,8.669746,4.9427776,3.2737265,5.90292,4.9902987,5.909367,5.6472054,1.8246397,3.7073896,6.6063194,4.901182,3.694926,3.47665,2.9173846,3.1347754,6.504786,5.763215,1.47597,2.307063
-3.7861965,5.535708,5.0483513,6.3477736,4.2595234,3.2966645,-0.35545638,5.5441594,6.946578,4.7914214,6.816604,2.832345,8.133451,8.344372,5.780673,4.464671,3.3410149,3.2258654,4.787966,5.711511
12.757981,12.301481,5.0700006,3.1479354,5.6348047,6.0781083,5.8507795,7.1481147,4.3534727,3.57816,6.928835,4.212115,4.090405,3.4133162,3.3825645,3.519131,5.7437553,4.7781687,0.30817246,1.8472239
12.84849,12.242408,5.218201,2.8114505,5.7909575,5.6649566,6.169525,7.100664,3.3894677,3.6216795,6.666568,4.4969673,3.80517,2.739481,3.1211278,3.1309085,6.0995283,5.0569844,-0.19499634,1.3171809
12.908792,13.171941,4.985001,3.408124,5.77483,5.5549088,6.0737834,5.798798,1.8274386,3.64111,7.1218524,3.7295868,3.809059,2.5864947,3.0611894,3.1525028,6.6166563,4.23369,0.23922436,2.0065527
12.96167,13.227788,4.950151,3.4852276,5.7607756,5.4316983,6.088042,5.398438,1.3688891,3.7140753,7.149215,3.631934,3.8608534,2.5506124,3.0117698,3.0864234,6.7506046,4.05915,0.4953346,2.2044053
12.866278,13.197573,5.0572586,3.3280485,5.5937138,5.3776827,6.3906755,6.0522933,2.1656015,4.0091248,6.545261,3.7797785,3.9234815,2.6718998,2.8324845,2.6166427,6.403104,4.3151827,-0.13498656,1.6018249
12.888795,12.684781,5.147215,3.0646448,5.6684217,5.5809484,6.213025,6.625773,3.0845132,3.8142326,6.6208043,4.155596,3.9380813,2.8601036,2.9838839,2.9156582,6.1352334,4.6558976,-0.011477777,1.5289245
12.964661,12.388131,5.2264867,2.7721958,5.8021774,5.3483167,6.348859,6.552175,2.4838502,3.7966354,6.5503006,4.4483366,3.8301816,2.4580631,2.9829907,2.868584,6.3733606,4.879081,0.00078603515,1.3922786
-3.9396672,5.69243,5.009627,6.4978185,4.240462,3.1884434,-0.68048596,5.6007457,7.2353706,4.759179,6.7600923,3.0032413,8.2998495,8.520816,5.8847423,4.485986,3.3253489,3.2850575,4.7945714,5.4845138
-4.1043944,5.7952332,5.0820446,6.380175,4.185353,3.0016456,-1.0502976,5.8901596,7.4830484,4.8248787,6.825186,2.6407065,8.1416855,8.532577,6.219701,4.5658746,3.244199,3.3695743,4.4927654,5.94661
12.787023,13.017649,5.0782223,3.2801592,5.663805,5.437147,6.357621,6.351814,2.373187,3.879879,6.5627832,3.8991876,3.758428,2.6318378,2.8206983,2.6633902,6.368531,4.546728,-0.44202033,1.3747463
12.893096,12.524542,5.044283,3.1824682,5.635386,6.0483065,5.8124385,6.689346,3.8871894,3.6107666,7.1147566,4.0829463,4.2501493,3.3296645,3.4913187,3.6625044,5.8940434,4.4600735,0.80601007,2.2525322
12.729355,12.670367,4.9623833,3.471319,5.4989614,6.2452545,5.723356,6.9145856,4.5148506,3.643228,7.0737877,3.8420796,4.276285,3.730213,3.4492154,3.615933,5.632511,4.3950663,0.5810723,2.2233775
-3.9030843,5.7299433,5.019304,6.692108,4.149151,3.057192,-0.9366781,5.9001927,7.5486856,4.7779393,6.7823524,3.091836,8.216085,8.806766,6.0383253,4.623202,3.1733358,3.3993464,4.616646,5.5165987
-3.8206844,5.6746025,4.9740386,6.253369,4.2731614,3.2361732,-0.42006907,5.330689,6.905114,4.8029346,6.634353,2.70056,8.286153,8.039132,5.8121624,4.408973,3.5970976,3.2685027,4.9093523,5.52966
13.041784,12.47611,5.120727,2.9683607,5.917062,5.122243,6.292381,5.619083,1.0959032,3.7296734,6.865344,4.2274,3.737096,2.1722991,2.950729,2.9362895,6.8715363,4.581839,0.46270785,1.832757
12.822478,12.909428,4.972467,3.4420216,5.706654,5.561,6.1074057,5.9370847,2.0683172,3.7190397,6.9747667,3.7535222,3.8460562,2.7522979,3.0456536,3.0812614,6.504221,4.355811,0.16681166,1.9489487
-3.7437086,5.567647,5.029656,6.429661,4.2207603,3.2596908,-0.4618949,5.6587834,7.093315,4.7949414,6.7997184,2.9070365,8.106901,8.47592,5.8509994,4.524423,3.2734709,3.2926247,4.7269564,5.695513
12.428957,8.9447565,4.9205565,3.3532226,5.8965616,5.121724,5.8597374,5.7605314,1.9982444,3.638142,6.699218,4.7848554,3.664535,3.4992278,2.9581234,3.2101965,6.4634175,5.70386,1.3020759,2.2816064
12.837826,12.2419815,5.150953,2.9576244,5.6248345,6.1043825,5.8756638,7.3416395,4.6715884,3.6148276,6.8479476,4.391239,4.2002964,3.4292288,3.438645,3.544248,5.6095824,4.822555,0.43717712,1.8198445
13.052237,13.091419,5.0457473,3.1181178,5.840464,5.4544873,6.1419897,5.7072687,1.5658355,3.659491,7.1362433,3.9386613,3.9088404,2.3462646,3.2133217,3.2695322,6.7315373,4.2558026,0.572531,2.1177704
-4.256468,5.815425,5.1003513,6.6254983,4.2226515,2.9877667,-1.057313,5.762083,7.4883733,4.753891,6.890731,3.0064704,8.427205,8.673416,5.9997606,4.5025287,3.2901862,3.2442994,4.667213,5.464613
-3.879084,5.7663827,4.9728427,6.422726,4.1302333,3.1223037,-0.9464468,5.944274,7.510393,4.8266034,6.7431183,2.7831652,8.038526,8.64176,6.206934,4.6601863,3.138602,3.4878352,4.4920263,5.923707
12.542967,9.3859005,4.9609113,3.2701483,5.9123144,5.002627,5.9845033,5.611428,1.6139028,3.701172,6.66149,4.7324915,3.653281,3.2168255,2.8915582,3.0695808,6.606722,5.5424175,1.2022945,2.194615
