PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
0.376799486676232,-1.592803791500927,-1.2671984862663632,0.9627595955158188,0.11799327430196907,0.0595611735815908,-0.41842467355344826,0.9395508231004277,0.6935795609838082,-0.1846939040407693,-0.08167924089281423,-0.8371004543932097,-0.7186740120156576,0.47595907541857474,0.9191885699359639
0.14206667910620557,-1.4906124376104852,1.1062703191628611,-1.1241665526313345,0.23416205322050815,0.5787957715233507,-1.3948559479240576,0.3760525782217834,0.5869868489359098,-0.34949717503899763,-0.6656171299792166,1.8847231399552438,0.3598156685348148,-0.0030613592311551363,-0.7846972827831118
0.41742374472399046,-1.6075433801502184,-0.6897249921252919,0.7623004168812859,-0.14888929919217803,-0.5753861695439422,-0.2663846671725102,-0.769881014618713,1.0531496555785975,-0.9375206093583058,0.28771270286375883,-0.7306273500974197,-0.7883967684977404,0.18236039607650495,0.8166614586050699
0.5213841690057723,-1.7248033473572932,-0.4482803281866287,0.7862400697764194,-0.7759047261611725,-0.21702188680363813,0.15515973798323146,0.07360585029387506,0.2498407752708869,-0.8024918661109923,-0.02735091527475203,0.9117772683361611,-0.7984476013416162,0.6080823010378928,0.2815163838752591
-5.694743334150931,2.4372488099312624,-0.8596189115880921,-0.22748759587902506,0.5075009236034391,-0.8602105259577852,-0.3086718971133404,0.2153900955134613,-0.19334608781906665,-1.1651680258153494,-1.1976443961838315,1.4301705177454973,0.32952748005900107,0.720048301087187,-0.2261695618738524
-5.335532295904303,2.176938076919652,0.6575171771624999,1.8904730705617105,1.0499095633171467,-0.07100771842105202,0.5925673964087155,-0.23756163379969247,0.41079976959566833,0.3158328277903851,-0.1702938175618726,-0.32072368527026074,-0.3085227238120369,0.3232791545695135,-0.035601437308774964
0.1368691262631142,-1.5160732339071938,1.4419520367565268,-1.1148083473421233,-0.950749219464764,0.4105653766386404,0.25884808814950255,0.059848777515423224,-0.15874729458437314,0.5956755705706342,-0.33613399309997305,-1.2442136794058516,0.05221041486034467,-0.7589697327342344,0.3902340233735961
-4.714116070007187,1.677330852821366,0.6456018654457683,-0.8797789411867918,-1.2012175556660072,1.295749748764659,1.716046557539254,0.2872686365926392,1.8059601427308514,0.16886562482055784,-0.45838540487017093,-0.39844200289134313,-0.4447076013642535,0.1011922206245372,0.12734547894007842
0.8307877241090139,-2.036976804170143,-2.9776059040700726,-1.1000695929987674,-0.6100177080779918,1.3497353856242502,1.3527266003615248,0.0059736266687999695,-0.2863480878334406,1.0507322480392196,-0.6072752101201213,-2.08133459359319,-1.1524881402584537,-0.8364009106957022,-0.11891592618373603
1.8972455372349182,0.6578695935270207,1.3218173067953516,1.1133244640728828,0.5511808644676908,-1.2471671288639785,-0.12732755261863737,0.48089429224192687,1.1833858754135742,1.1192968974357616,1.136352909943046,0.7682696045083235,-0.06944530909633162,-0.736453141193014,0.26283292307611283
